-1,208
8,209
21,210
10,211
19,212
12,213
26,214
23,215
11,216
15,217
17,218
21,219
23,220
22,221
22,222
22,223
22,224
21,225
22,226
24,227
23,228
23,229
22,230
23,231
21,232
24,233
27,234
12,235
22,236
18,237
14,238
16,239
22,240
14,241
19,242
21,243
21,244
22,245
25,246
13,247
12,248
13,249
23,250
14,251
13,252
13,253
10,254
19,255
8,256
7,257
17,258
20,259
19,260
25,261
12,262
13,263
12,264
15,265
20,266
18,267
16,268
12,269
12,270
14,271
20,272
19,273
18,274
19,275
22,276
19,277
19,278
20,279
19,280
19,281
19,282
19,283
20,284
19,285
19,286
20,287
19,288
19,289
19,290
20,291
20,292
19,293
20,294
20,295
20,296
19,297
20,298
19,299
20,300
26,301
20,302
20,303
16,304
13,305
13,306
10,307
15,308
14,309
15,310
14,311
13,312
16,313
15,314
14,315
16,316
15,317
17,318
20,319
17,320
19,321
17,322
17,323
16,324
14,325
13,326
14,327
14,328
14,329
12,330
9,331
13,332
12,333
11,334
11,335
16,336
17,337
16,338
7,339
17,340
19,341
12,342
12,343
21,344
16,345
11,346
22,347
24,348
12,349
17,350
23,351
19,352
23,353
9,354
19,355
24,356
16,357
18,358
23,359
23,360
17,361
19,362
19,363
18,364
19,365
19,366
19,367
19,368
19,369
19,370
18,371
18,372
19,373
18,374
19,375
19,376
19,377
18,378
19,379
19,380
19,381
19,382
18,383
19,384
18,385
16,386
19,387
20,388
21,389
20,390
20,391
17,392
15,393
13,394
27,395
23,396
20,397
15,398
19,399
30,400
22,401
8,402
-3,403
8,404
0,405
